report_id,date_reported,date_occurred,time_occurred,area_code,area_name,reporting_district,crime_part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status_code,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude
201011707,2020-08-05,2020-08-04,1530,10,West Valley,1099,1,310,BURGLARY,1267 1822 1608 0344,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    ROYAL WOODS                  DR,,34.138,-118.4727
200611690,2020-06-22,2020-06-22,1620,6,Hollywood,676,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,406,OTHER STORE,,,IC,Invest Cont,740,,,,800    COLE                         AV,,34.0853,-118.3299
200613510,2020-08-05,2020-08-02,1845,6,Hollywood,678,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0444 0913 1814 2000,46,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,900 N  OXFORD                       AV,,34.0862,-118.3078
200607615,2020-03-09,2020-03-08,2330,6,Hollywood,646,1,761,BRANDISH WEAPON,0216 0400 0334 0432 0312,20,F,W,210,RESTAURANT/FAST FOOD,212.0,BOTTLE,IC,Invest Cont,761,,,,6400    SELMA                        AV,,34.0998,-118.3295
200913628,2020-08-17,2020-08-17,530,9,Van Nuys,994,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    SUNNYSLOPE                   AV,,34.1422,-118.4264
200517932,2020-12-17,2020-12-17,2215,5,Harbor,514,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0561 0446 0602,51,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N  WILMINGTON                   BL,,33.7897,-118.2787
201109830,2020-05-27,2020-05-27,1200,11,Northeast,1144,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2400    IVANHOE                      DR,,34.1017,-118.2609
200911607,2020-06-26,2020-06-25,700,9,Van Nuys,931,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,ERWIN,SEPULVEDA,34.183,-118.4662
200309308,2020-04-01,2020-03-31,2300,3,Southwest,395,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0342 0421 0319 0360 1822,57,M,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930,,,,1700 W  41ST                         ST,,34.0099,-118.3089
200405954,2020-02-20,2020-02-20,45,4,Hollenbeck,499,1,648,ARSON,1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,3600 E  OLYMPIC                      BL,,34.0188,-118.201
200607046,2020-02-27,2020-02-25,2030,6,Hollywood,615,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0344,37,F,H,101,STREET,,,IC,Invest Cont,331,,,,3000    HOLLYCREST                   DR,,34.1261,-118.3442
200309279,2020-03-31,2020-03-31,1130,3,Southwest,395,2,946,OTHER MISCELLANEOUS CRIME,1419 1407 2004,0,X,X,101,STREET,,,IC,Invest Cont,946,998.0,,,WESTERN                      AV,43RD,34.0046,-118.3089
200413122,2020-09-25,2020-09-22,12,4,Hollenbeck,459,1,210,ROBBERY,1822 0334 0344 0400,40,M,H,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,EAST SIDE,EVERGREEN,34.0436,-118.2003
200116373,2020-08-13,2020-08-13,2000,1,Central,134,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,27,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4TH,BROADWAY,34.0495,-118.2494
200809522,2020-05-15,2020-05-15,1820,8,West LA,889,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,52,F,O,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1800 S  HOLT                         AV,,34.0434,-118.3808
200511467,2020-07-06,2020-07-03,1200,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13TH                         ST,GAFFEY,33.7324,-118.2924
200707911,2020-03-31,2020-03-31,1020,7,Wilshire,724,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 2004 1218,57,M,W,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7600    BEVERLY                      BL,,34.0761,-118.3555
201113484,2020-08-17,2020-06-05,2100,11,Northeast,1144,2,946,OTHER MISCELLANEOUS CRIME,2000 1813 1821 0913,75,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,999.0,,,2900    ANGUS                        ST,,34.1071,-118.269
200918831,2020-12-25,2020-12-24,839,9,Van Nuys,901,2,901,VIOLATION OF RESTRAINING ORDER,2038,36,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,15500    SATICOY                      ST,,34.2083,-118.4706
201112911,2020-08-26,2020-07-25,1200,11,Northeast,1189,1,330,BURGLARY FROM VEHICLE,0344 0358 0352,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,330,,,,3500    MARMION                      WY,,34.0871,-118.2141
201111348,2020-07-13,2020-07-10,1930,11,Northeast,1159,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,49,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4500 N  FIGUEROA                     ST,,34.1009,-118.2036
201011838,2020-08-08,2020-08-07,2100,10,West Valley,1004,2,624,BATTERY - SIMPLE ASSAULT,0913 0554 0416 1414 0601,46,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,18200    SATICOY                      ST,,34.2146,-118.5317
200105154,2020-01-17,2020-01-17,1145,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 1814 1813 0444,46,F,O,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493
200120975,2020-11-13,2020-11-12,2330,1,Central,139,1,330,BURGLARY FROM VEHICLE,0329 1307 1609 0344 1822,23,F,O,101,STREET,,,IC,Invest Cont,330,,,,100 S  VIGNES                       ST,,34.048,-118.2339
200205918,2020-02-07,2020-02-07,1700,2,Rampart,237,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0602 0421 0416 1801 0319,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,200    WITMER                       ST,,34.0603,-118.2619
200304615,2020-01-11,2020-01-11,1730,3,Southwest,303,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822 2004,43,M,H,122,"VEHICLE, PASSENGER/TRUCK",306.0,ROCK/THROWN OBJECT,IC,Invest Cont,740,,,,2500 S  ORANGE                       DR,,34.0336,-118.3526
200604838,2020-01-18,2020-01-18,1100,6,Hollywood,676,2,901,VIOLATION OF RESTRAINING ORDER,2000 2038,22,F,A,102,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,901,,,,800 N  HUDSON                       AV,,34.0853,-118.3321
200100586,2020-02-06,2020-02-06,1300,1,Central,111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2001 0400,62,M,A,146,PATIO*,,,AA,Adult Arrest,341,,,,800 N  HILL                         ST,,34.0628,-118.2395
200514973,2020-10-07,2020-10-07,1340,5,Harbor,532,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0329 1309 1814 2000 0431 0447,23,F,H,501,SINGLE FAMILY DWELLING,503.0,CAUSTIC CHEMICAL/POISON,AO,Adult Other,236,,,,1200    GULF                         AV,,33.7865,-118.2737
200310880,2020-05-05,2020-05-04,1600,3,Southwest,397,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,RAYMOND,MARTIN LUTHER KING JR        BL,34.0109,-118.298
200800704,2020-06-26,2020-06-26,2150,8,West LA,813,2,901,VIOLATION OF RESTRAINING ORDER,2038,42,F,O,503,HOTEL,,,IC,Invest Cont,901,,,,100 N  CHURCH                       LN,,34.0731,-118.4681
200217045,2020-11-03,2020-11-03,1230,2,Rampart,275,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0104 1822,0,X,X,401,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,1800 W  OLYMPIC                      BL,,34.0502,-118.2765
200800869,2020-11-24,2020-11-24,2045,8,West LA,884,1,761,BRANDISH WEAPON,2004 0443 0421 0334 1822,62,M,W,203,OTHER BUSINESS,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761,998.0,,,11000 W  PICO                         BL,,34.0383,-118.4325
200810527,2020-06-12,2020-05-29,1600,8,West LA,823,1,310,BURGLARY,1202 0344 0397 1822,66,M,O,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,15200    DE PAUW                      ST,,34.0365,-118.5252
200916841,2020-11-04,2020-10-21,1900,9,Van Nuys,985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,65,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,4500    VAN NUYS                     BL,,34.1531,-118.4487
200713742,2020-09-11,2020-09-11,1327,7,Wilshire,745,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0356 0325,56,F,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,800 S  LA BREA                      AV,,34.0601,-118.3448
200716526,2020-11-29,2020-11-29,1435,7,Wilshire,736,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300 S  CLOVERDALE                   AV,,34.0686,-118.3462
201112555,2020-08-16,2020-05-12,1150,11,Northeast,1115,2,354,THEFT OF IDENTITY,1822,29,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5000    HERMOSA                      AV,,34.1377,-118.2073
201006565,2020-02-27,2020-02-27,1700,10,West Valley,1061,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 2002 1257 1258 0913 0602,4,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,237,,,,19700    HENSHAW                      ST,,34.1698,-118.5625
200416179,2020-12-22,2020-12-21,2300,4,Hollenbeck,402,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    MONTECITO                    DR,,34.095,-118.2018
201212005,2020-05-02,2020-05-01,1630,12,77th Street,1273,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1700 W  MANCHESTER                   AV,,33.96,-118.3068
200706375,2020-02-17,2020-02-08,1200,7,Wilshire,735,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1601 0344,33,M,W,120,STORAGE SHED,,,IC,Invest Cont,440,,,,5300 W  8TH                          ST,,34.0633,-118.3473
200712537,2020-08-08,2020-08-07,1900,7,Wilshire,758,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    QUEEN ANNE                   PL,,34.0499,-118.332
200209359,2020-04-24,2020-04-24,1500,2,Rampart,202,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0448,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,4200    BURNS                        AV,,34.0877,-118.2845
201208749,2020-03-09,2020-03-08,1930,12,77th Street,1256,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  76TH                         ST,,33.9727,-118.285
200218284,2020-12-06,2020-12-06,1130,2,Rampart,246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 0352 2032 1202,63,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,600 S  ALVARADO                     ST,,34.0593,-118.275
200917718,2020-11-26,2020-11-18,1325,9,Van Nuys,933,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45,M,W,707,GARAGE/CARPORT,,,AO,Adult Other,440,,,,14700    CALVERT                      ST,,34.1816,-118.4531
200414827,2020-11-13,2020-11-13,520,4,Hollenbeck,457,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2700    CINCINNATI                   ST,,34.0453,-118.2019
200910138,2020-05-26,2020-05-26,30,9,Van Nuys,911,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 1822 0416 0446 2033,24,M,B,102,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,SEPULVEDA                    BL,VANOWEN                      ST,34.1939,-118.4662
200208234,2020-03-26,2020-03-25,1900,2,Rampart,245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6TH                          ST,ALVARADO                     ST,34.0601,-118.2761
200105271,2020-01-19,2020-01-18,2354,1,Central,171,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,M,W,102,SIDEWALK,,,IC,Invest Cont,442,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
201104713,2020-01-16,2020-01-16,1030,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 1609 0329,37,F,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,4700    CRYSTAL SPRINGS              DR,,34.1516,-118.2859
200308044,2020-03-06,2020-03-06,800,3,Southwest,395,1,210,ROBBERY,1822 0342 0344 0400,31,M,H,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
201004944,2020-01-23,2020-01-20,1900,10,West Valley,1003,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 1822 1606 0344,33,M,H,101,STREET,,,AA,Adult Arrest,420,,,,18700    LULL                         ST,,34.2094,-118.5405
201016033,2020-12-13,2020-12-13,1250,10,West Valley,1028,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,63,M,A,101,STREET,,,IC,Invest Cont,440,,,,HAYVENHURST                  AV,VANOWEN                      ST,34.1939,-118.4924
200516720,2020-11-16,2020-11-15,1225,5,Harbor,531,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0380 1602 1309 0104 0325 0209,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,341,,,,1600 W  PACIFIC COAST                HY,,33.7866,-118.3044
200110636,2020-04-09,2020-04-08,942,1,Central,153,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,600 S  BROADWAY,,34.0467,-118.252
200316323,2020-08-26,2020-08-25,1500,3,Southwest,392,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,3000 W  VERNON                       AV,,34.0037,-118.3262
200906983,2020-03-06,2020-03-03,1,9,Van Nuys,952,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,30,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,15300    WEDDINGTON                   ST,,34.1667,-118.4662
201114075,2020-09-28,2020-09-26,2200,11,Northeast,1128,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  AVENUE 64,,34.1225,-118.1818
200409309,2020-05-28,2020-05-07,2300,4,Hollenbeck,448,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400 N  INDIANA                      ST,,34.0591,-118.1965
200807907,2020-04-01,2020-04-01,1810,8,West LA,833,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1420 1822 0325 0344 0104 0380,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,1400    WESTWOOD                     BL,,34.0554,-118.4418
201224096,2020-11-08,2020-11-08,613,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6400    8TH                          AV,,33.9807,-118.3265
200912327,2020-07-14,2020-06-30,700,9,Van Nuys,905,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VALERIO                      ST,VAN NUYS                     BL,34.2048,-118.4487
200506555,2020-02-29,2020-02-29,1900,5,Harbor,516,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2024,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1100 N  FRIES                        AV,,33.7848,-118.2652
200709910,2020-06-01,2020-06-01,1150,7,Wilshire,779,1,220,ATTEMPTED ROBBERY,1822 0432 1300 1302 1310 2004 0906,24,F,H,101,STREET,515.0,PHYSICAL PRESENCE,AA,Adult Arrest,220,,,,1600    ARLINGTON                    AV,,34.0417,-118.3207
200320395,2020-11-14,2020-11-14,1815,3,Southwest,315,2,900,VIOLATION OF COURT ORDER,0913 2038 1309 0553 0360,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,2600 S  MANHATTAN                    PL,,34.0309,-118.3101
200611872,2020-06-27,2020-06-26,1020,6,Hollywood,636,2,354,THEFT OF IDENTITY,1822 0344,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 N  CAHUENGA                     BL,,34.1039,-118.3297
201115957,2020-11-21,2020-11-21,1150,11,Northeast,1115,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0400 0416,32,F,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2300    COLORADO                     BL,,34.1395,-118.2163
200506551,2020-02-29,2020-02-29,1940,5,Harbor,524,1,220,ATTEMPTED ROBBERY,0444 0416 0216 0945,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,1000 W  ANAHEIM                      ST,,33.7794,-118.2742
200616934,2020-10-19,2020-10-18,1100,6,Hollywood,678,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 0416 0913 0553 1258,10,F,B,203,OTHER BUSINESS,301.0,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,812.0,,,1000 N  SERRANO                      AV,,34.0885,-118.3064
